编号,课件名称,授课人,职务,课时(分),格式,课程简介,制作时间
"NGC18I2123045_2305","如何提高组织的工作效率（上）","陈浪东","中国职工学习科学研究会副会长",35,"专家讲授精制视频","提高组织工作效率，可以克服机构臃肿，人浮于事，浪费时间的现象；有助于缩短工作时间，从而有更多的时间让员工自行支配，去从事学习、娱乐、旅游、社交和休息；有利于组织单位劳动生产率和经济效益的提高，增加活力；有利于工作人员个人实现多劳多得，增加收入，对推进国家治理体系和治理能力现代化服务，具有重要意义。本课程由中国职工学习科学研究会副会长陈浪东主讲，主要内容有：管理者如何调动组织成员的工作积极性。",2023.4
"NGC18I2223045_2305","如何提高组织的工作效率（中）","陈浪东","中国职工学习科学研究会副会长",34,"专家讲授精制视频","提高组织工作效率，可以克服机构臃肿，人浮于事，浪费时间的现象；有助于缩短工作时间，从而有更多的时间让员工自行支配，去从事学习、娱乐、旅游、社交和休息；有利于组织单位劳动生产率和经济效益的提高，增加活力；有利于工作人员个人实现多劳多得，增加收入，对推进国家治理体系和治理能力现代化服务，具有重要意义。本课程由中国职工学习科学研究会副会长陈浪东主讲，主要内容有：管理者如何调动组织成员的工作积极性；管理者如何提高组织的工作效率。",2023.4
"NGC18I2323045_2305","如何提高组织的工作效率（下）","陈浪东","中国职工学习科学研究会副会长",43,"专家讲授精制视频","提高组织工作效率，可以克服机构臃肿，人浮于事，浪费时间的现象；有助于缩短工作时间，从而有更多的时间让员工自行支配，去从事学习、娱乐、旅游、社交和休息；有利于组织单位劳动生产率和经济效益的提高，增加活力；有利于工作人员个人实现多劳多得，增加收入，对推进国家治理体系和治理能力现代化服务，具有重要意义。本课程由中国职工学习科学研究会副会长陈浪东主讲，主要内容有：管理者如何提高组织的工作效率。",2023.4
"NGC18I2423045_2305","管理沟通逻辑与提升方法（上）","黄竞","国家二级心理咨询师",53,"专家讲授精制视频","管理离不开沟通，沟通隐含在管理的各个职能中，并贯穿于管理的整个过程中。无论是计划、组织、协调，还是领导、控制、决策，都与沟通密切相关。企管部门在企业运作过程中起到连接各部门的重要作用。作为企管员工，我们必须提高沟通的有效性，处理好上下级、评级之间的关系，化解不同的见解与意见，建立共识。企业的发展与壮大，需要每一位员工与管理者去共同制造，因此凡事要进行积极的有效沟通，做一个懂沟通、会沟通、好沟通的人。本课程由国家二级心理咨询师黄竞主讲，主要内容有：管理沟通逻辑。",2023.4
"NGC18I2523045_2305","管理沟通逻辑与提升方法（中）","黄竞","国家二级心理咨询师",48,"专家讲授精制视频","管理离不开沟通，沟通隐含在管理的各个职能中，并贯穿于管理的整个过程中。无论是计划、组织、协调，还是领导、控制、决策，都与沟通密切相关。企管部门在企业运作过程中起到连接各部门的重要作用。作为企管员工，我们必须提高沟通的有效性，处理好上下级、评级之间的关系，化解不同的见解与意见，建立共识。企业的发展与壮大，需要每一位员工与管理者去共同制造，因此凡事要进行积极的有效沟通，做一个懂沟通、会沟通、好沟通的人。本课程由国家二级心理咨询师黄竞主讲，主要内容有：管理沟通不畅探源；管理沟通的提升方法。",2023.4
"NGC18I2623045_2305","管理沟通逻辑与提升方法（下）","黄竞","国家二级心理咨询师",39,"专家讲授精制视频","管理离不开沟通，沟通隐含在管理的各个职能中，并贯穿于管理的整个过程中。无论是计划、组织、协调，还是领导、控制、决策，都与沟通密切相关。企管部门在企业运作过程中起到连接各部门的重要作用。作为企管员工，我们必须提高沟通的有效性，处理好上下级、评级之间的关系，化解不同的见解与意见，建立共识。企业的发展与壮大，需要每一位员工与管理者去共同制造，因此凡事要进行积极的有效沟通，做一个懂沟通、会沟通、好沟通的人。本课程由国家二级心理咨询师黄竞主讲，主要内容有：管理沟通的提升方法；管理沟通小结。",2023.4
"NGC18I3423105_2310","职场情绪与执行力（一）","黄竞","华东师范大学博士、国家二级心理咨询师",41,"专家讲授精制视频","职场情绪是决定一个人的职业成功的关键因素，它可以激发个人的活力，促进良好的职场合作关系，帮助提高个人的效率和斗志。执行力是将目标转化为行为，将行为转化为成果的能力。而对于一个组织来说，长远的策略就是一步一步的完成。执行力是成功的关键，而一个人的成功和团队的成功，都需要良好的执行力。因此，管理好职场情绪，有助于工作中平和而有效地面对各种挑战，提升执行力。本课程由华东师范大学博士、国家二级心理咨询师黄竞主讲，主要内容有：职场拖延行为背后的情绪。",2023.10
"NGC18I3523105_2310","职场情绪与执行力（二）","黄竞","华东师范大学博士、国家二级心理咨询师",48,"专家讲授精制视频","职场情绪是决定一个人的职业成功的关键因素，它可以激发个人的活力，促进良好的职场合作关系，帮助提高个人的效率和斗志。执行力是将目标转化为行为，将行为转化为成果的能力。而对于一个组织来说，长远的策略就是一步一步的完成。执行力是成功的关键，而一个人的成功和团队的成功，都需要良好的执行力。因此，管理好职场情绪，有助于工作中平和而有效地面对各种挑战，提升执行力。本课程由华东师范大学博士、国家二级心理咨询师黄竞主讲，主要内容有：职场拖延行为背后的情绪。",2023.10
"NGC18I3623105_2310","职场情绪与执行力（三）","黄竞","华东师范大学博士、国家二级心理咨询师",37,"专家讲授精制视频","职场情绪是决定一个人的职业成功的关键因素，它可以激发个人的活力，促进良好的职场合作关系，帮助提高个人的效率和斗志。执行力是将目标转化为行为，将行为转化为成果的能力。而对于一个组织来说，长远的策略就是一步一步的完成。执行力是成功的关键，而一个人的成功和团队的成功，都需要良好的执行力。因此，管理好职场情绪，有助于工作中平和而有效地面对各种挑战，提升执行力。本课程由华东师范大学博士、国家二级心理咨询师黄竞主讲，主要内容有：职场情绪失控与执行力。",2023.10
"NGC18I3723105_2310","职场情绪与执行力（四）","黄竞","华东师范大学博士、国家二级心理咨询师",40,"专家讲授精制视频","职场情绪是决定一个人的职业成功的关键因素，它可以激发个人的活力，促进良好的职场合作关系，帮助提高个人的效率和斗志。执行力是将目标转化为行为，将行为转化为成果的能力。而对于一个组织来说，长远的策略就是一步一步的完成。执行力是成功的关键，而一个人的成功和团队的成功，都需要良好的执行力。因此，管理好职场情绪，有助于工作中平和而有效地面对各种挑战，提升执行力。本课程由华东师范大学博士、国家二级心理咨询师黄竞主讲，主要内容有：职场挫败感与执行力。",2023.10
